上海华氏大药房雷允上昌化路店,地址：上海市静安区昌化路520号,电话：021-32160621,
上海复美益星大药房连锁有限崇明县复美金凤大药房,地址：上海市崇明县长兴镇团结村211号辅房,电话：021-66858289,
上海复美益星大药房连锁有限公司唐郁大药房,地址：上海市青浦区青松路36—37号,电话：021-69715395,
上海复美益星大药房连锁有限公司鑫陵大药房,地址：上海市金山区板桥西路87号,电话：021-37901129,
上海复美益星大药房连锁有限公司祥春大药房,地址：上海市闸北区虬江路1018号,电话：021-56318707,
上海复美益星大药房连锁有限公司春和大药房,地址：上海市金山区金昌苑972、974、976号,电话：021-67220343,
上海复美益星大药房连锁有限公司圣益大药房,地址：上海市闸北区临汾77号,电话：021-55151790,
上海复美益星大药房连锁有限公司杰悦大药房,地址：上海市松江区洞泾镇同乐路399-2号,电话：021-57677171,
上海复美益星大药房连锁有限公司佳福大药房,地址：上海市金山区朱泾镇公园路288号201室E,电话：021-57317717,
上海复美益星大药房连锁有限公司北干山大药房,地址：上海市松江区佘山镇佘北公路2521-2523号,电话：021-57794187,
上海复美益星大药房连锁有限公司金丽大药房,地址：上海市松江区茸盛路562号,电话：021-67733873,
上海复美益星大药房连锁有限公司富虹大药房,地址：上海市虹口区罗浮路111号,电话：021-63097672,
上海复美益星大药房连锁有限公司凯洁大药房,地址：上海市闸北区河南北路373号,电话：021-36321378,
上海复美益星大药房连锁有限公司翔豪大药房,地址：上海市松江区九亭镇沪亭北路756-758号,电话：400-885-9191,
上海复美益星大药房连锁有限公司陈春大药房,地址：上海市松江区新桥镇陈春公路中段南侧803弄2号,电话：021-67811020,
上海复美益星大药房连锁有限公司茸泰大药房,地址：上海市松江区松江泗泾镇鼓浪路659、661号,电话：021-57613861,
上海复美益星大药房连锁有限公司彩虹大药房,地址：上海市松江区车墩镇北松公路5565号4、5号楼底楼,电话：021-57835538,
上海复美益星大药房连锁有限公司清涛大药房,地址：上海市闸北区景凤路361号底层,电话：021-56422726,
上海复美益星大药房连锁有限公司荣维大药房,地址：上海市松江区荣乐西路234、236号,电话：021-37010773,
上海复美益星大药房连锁有限公司金亮大药房,地址：上海市松江区泗泾镇古楼328-330号,电话：021-37789912,
上海复美益星大药房连锁有限公司茸锦大药房,地址：上海市松江区泗泾镇古楼公路632号1层,电话：021-67655100,
上海复美益星大药房连锁有限公司尚凯大药房,地址：上海市松江区泗泾镇新家园路176弄29号1层-1,电话：021-37705531,
上海复美益星大药房连锁有限公司涵宝大药房,地址：上海市松江区文涵路744号,电话：021-57697377,
上海复美益星大药房连锁有限公司昌盛大药房,地址：上海市闸北区大统路1022号,电话：021-56557817,
上海复美益星大药房连锁有限公司横港大药房,地址：上海市松江区泗泾镇横港路640、642号,电话：021-57624161,
上海复美益星大药房连锁有限公司浦济大药房,地址：上海市闸北区永和路1157号、1159号1-2层,电话：021-56982259,
上海复美益星大药房连锁有限公司旭升大药房,地址：上海市松江区松江工业区茜浦路700号,电话：021-57835703,
上海复美益星大药房连锁有限公司昌鑫大药房,地址：上海市松江区思贤路1855弄20号,电话：021-37720842,
上海复美益星大药房连锁有限公司昕远大药房,地址：上海市松江区仓华路614号,电话：021-57697029,
上海复美益星大药房连锁有限公司聃祥大药房,地址：上海市松江区新浜镇新绿路556-558号,电话：021-37002337,
上海复美益星大药房连锁有限公司车祥大药房,地址：上海市松江区车墩镇东峰路325弄62、64号,电话：021-33557296,
上海复美益星大药房连锁有限公司保民大药房有限公司三分店,地址：上海市松江区车墩镇松金公路9699-9701号,电话：400-885-9191,
上海复美益星大药房连锁有限公司文汉大药房,地址：上海市松江区新桥镇明中路881弄2号105室,电话：021-33735366,
上海复美益星大药房连锁有限公司兴桥大药房,地址：上海市松江区新桥镇新南街541号,电话：021-57645181,
上海复美益星大药房连锁有限公司金鼎大药房,地址：上海市普陀区区靖边路195-197号,电话：021-33726200,
上海复美益星大药房连锁有限公司莲溪大药房,地址：上海市浦东新区北蔡镇新陈路299-301号单,电话：021-33786009,
上海复美益星大药房连锁有限公司凤驰大药房,地址：上海市浦东新区博山东路480号底层3号店面,电话：021-50569844,
上海复美益星大药房连锁有限公司长寿路大药房,地址：上海市普陀区区长寿路736号-5,电话：021-62985492,
上海复美益星大药房连锁有限公司祝安苑大药房,地址：上海市浦东新区祝潘公路255号一层,电话：021-60249862,
上海复美益星大药房连锁有限公司呈康大药房,地址：上海市普陀区区铜川路70号101室,电话：021-60709119,
上海复美益星大药房连锁有限公司怡慧大药房,地址：上海市浦东新区泥城镇云汉路1122号,电话：021-20966670,
上海复美益星大药房连锁有限公司御林居大药房,地址：上海市浦东新区芳华路37号一层A室,电话：021-50189070,
上海复美益星大药房连锁有限公司细辛大药房,地址：上海市普陀区区真北路3271号甲46-47,电话：021-52840617,
上海复美益星大药房连锁有限公司博文大药房,地址：上海市浦东新区浦东高科西路1859-1867号,电话：021-20248961,
上海复美益星大药房连锁有限公司宝岭大药房,地址：上海市浦东新区书院镇老芦公路868弄105号,电话：021-58191060,
上海复美益星大药房连锁有限公司良生大药房,地址：上海市浦东新区泥城镇云汉路957号,电话：021-20913035,
上海复美益星大药房连锁有限公司吉美大药房,地址：上海市普陀区区武宁路900弄24号,电话：021-33536390,
上海复美益星大药房连锁有限公司锦悦大药房,地址：上海市浦东新区成山路1225、1227号,电话：021-58361081,
上海复美益星大药房连锁有限公司东波大药房,地址：上海市浦东新区东波路12号,电话：021-58389356,
上海复美益星大药房连锁有限公司欧飞大药房,地址：上海市浦东新区浦东宣桥镇沪南公路8912号5幢1层,电话：021-60450496,
上海复美益星大药房连锁有限公司鹏岳大药房,地址：上海市浦东新区鹏岳路186-188号,电话：021-50800995,
上海复美益星大药房连锁有限公司虹康大药房,地址：上海市浦东新区虹盛路251号,电话：021-58580488,
上海复美益星大药房连锁有限公司金世堂金藏大药房,地址：上海市浦东新区新金桥路255号106室,电话：021-50435712,
上海复美益星大药房连锁有限公司民雨大药房,地址：上海市浦东新区民雨路333弄13号1-2幢,电话：021-61620353,
上海复美益星大药房连锁有限公司汇慈大药房,地址：上海市浦东新区惠南镇南园路34号-37号,电话：021-58003503,
上海复美益星大药房连锁有限公司下南大药房,地址：上海市浦东新区高科西路2110号110008号铺位,电话：021-33843989,
上海复美益星大药房连锁有限公司诚宇大药房,地址：上海市浦东新区杨新路278号,电话：021-68315419,
上海复美益星大药房连锁有限公司众爱大药房,地址：上海市浦东新区高行镇芳菲路526号底层,电话：021-20258008,
上海复美益星大药房连锁有限公司声达大药房,地址：上海市浦东新区宣中路426号,电话：021-68249476,
上海复美益星大药房连锁有限公司源汇大药房,地址：上海市浦东新区古棕路250弄65号,电话：021-38014458,
上海复美益星大药房连锁有限公司同强大药房新府店,地址：上海市浦东新区书院镇新府路95号,电话：021-68291590,
上海复美益星大药房连锁有限公司红梅大药房,地址：上海市南汇区浦东惠南镇卫星东路135号,电话：021-20786565,
上海复美益星大药房连锁有限公司莲蒲大药房,地址：上海市闵行区沪闵路6988弄7号101甲室,电话：021-54133190,
上海复美益星大药房连锁有限公司隆泰大药房,地址：上海市闵行区银都路3513号,电话：021-34511833,
上海复美益星大药房连锁有限公司金世堂康士大药房,地址：上海市南汇区浦东新区康桥镇康士路216号,电话：021-58128278,
上海复美益星大药房连锁有限公司博明大药房,地址：上海市闵行区永德路366号,电话：400-885-9191,
上海复美益星大药房连锁有限公司航明大药房,地址：上海市南汇区航头镇环镇东路2、3号,电话：021-58223386,
上海复美益星大药房连锁有限公司宁寿大药房,地址：上海市闵行区三林镇三舒路222号1-2室,电话：021-50875002,
上海复美益星大药房连锁有限公司剑安大药房,地址：上海市闵行区安宁路923弄2号底层,电话：021-61269559,
上海复美益星大药房连锁有限公司君莲大药房,地址：上海市闵行区都会路2837号,电话：021-54396892,
上海复美益星大药房连锁有限公司顾戴大药房,地址：上海市闵行区顾戴路655号,电话：021-24202408,
上海复美益星大药房连锁有限公司西门大药房,地址：上海市南汇区西门大街199号,电话：021-31324000,
上海复美益星大药房连锁有限公司鹤鸣大药房,地址：上海市南汇区航头镇下沙新街97号—3,电话：021-58147803,
上海复美益星大药房连锁有限公司弘景大药房,地址：上海市闵行区三鲁公路712号,电话：021-64915099,
上海复美益星大药房连锁有限公司创新大药房,地址：上海市南汇区上海浦东新区唐镇顾唐路2888、2890号,电话：021-68798580,
上海复美益星大药房连锁有限公司祝桥大药房秀沿店,地址：上海市南汇区康桥镇秀沿路2573号,电话：021-38255366,
上海复美益星大药房连锁有限公司华都大药房,地址：上海市闵行区黄桦路436号,电话：021-54760274,
上海复美益星大药房连锁有限公司川南大药房,地址：上海市南汇区川南奉公路6162号,电话：021-20965898,
上海复美益星大药房连锁有限公司闵浦大药房,地址：上海市闵行区浦江镇江文路559弄23号,电话：400-885-9191,
上海复美益星大药房连锁有限公司梓娟大药房,地址：上海市闵行区华漕镇纪翟路1455弄42号加,电话：021-62965859,
上海复美益星大药房连锁有限公司纪王大药房,地址：上海市闵行区纪鹤路2号1幢-2,电话：021-62207997,
上海复美益星大药房连锁有限公司格瑞大药房,地址：上海市闵行区虹梅南路19号,电话：021-64109218,
上海复美益星大药房连锁有限公司福慈大药房,地址：上海市闵行区宾川路314号14室,电话：021-24203526,
上海复美益星大药房连锁有限公司华侨城大药房,地址：上海市闵行区江栀路540号地面1层,电话：021-34638995,
上海复美益星大药房连锁有限公司江桦路大药房,地址：上海市闵行区芦恒路128弄17、18、23,电话：021-24200396,
上海复美益星大药房连锁有限公司玉麦大药房,地址：上海市嘉定区黄渡镇玉麦路528号-105室,电话：021-69580867,
上海复美益星大药房连锁有限公司佳佳大药房,地址：上海市嘉定区安亭镇黄渡新黄路3号,电话：021-69597998,
