先臻药房对炉分店,地址：辽宁省鞍山市铁西区三十五中佳泰乐超市旁,电话：0412-6352877,
辽宁建联医药连锁有限公司望花店,地址：辽宁省抚顺市望花区雷锋路东段23号楼6号门市,电话：024-56410677,
辽宁建联医药连锁有限公司盛世店,地址：辽宁省抚顺市东洲大街盛世金秋小区,电话：024-54625177,
辽宁建联医药连锁有限公司北镇一品店,地址：辽宁省抚顺市望花区雷锋路一品楼小区1号楼4号门市,电话：024-56651929,
辽宁建联医药连锁有限公司中心店,地址：辽宁省抚顺市新抚区西七路15-1,电话：024-52603577,
辽宁建联医药连锁有限公司将军店,地址：辽宁省抚顺市顺城区将军街9号,电话：024-57706877,
辽宁建联医药连锁有限公司七百店,地址：辽宁省抚顺市望花区和平路东段59号,电话：024-56492177,
辽宁建联医药连锁有限公司碧海金阁店,地址：辽宁省抚顺市顺城区新城东路碧海金阁5号,电话：024-57561077,
辽宁建联医药连锁有限公司东方上城店,地址：辽宁省抚顺市东洲区东洲大街东方上城6号楼7门市,电话：024-54569247,
辽宁建联医药连锁有限公司裕民店,地址：辽宁省抚顺市新抚区裕民路营业大厅81号,电话：024-52710377,
辽宁建联医药连锁有限公司御龙湾店,地址：辽宁省抚顺市经济开发区高阳路御龙湾小区30号,电话：024-56208277,
辽宁建联医药连锁有限公司翼圣店,地址：辽宁省抚顺市高湾听涛雅苑2#M5,电话：024-58349925,
辽宁建联医药连锁有限公司神农店,地址：辽宁省抚顺市东三街5号楼南2号门市,电话：024-52797000,
辽宁建联医药连锁有限公司台安店,地址：辽宁省抚顺市望花区本溪路20号楼,电话：024-57571977,
辽宁建联医药连锁有限公司余海店,地址：辽宁省抚顺市李石经济开发区李石村,电话：024-56595977,
辽宁建联医药连锁有限公司抚新华店,地址：辽宁省抚顺市新城路中段12号,电话：024-57576077,
辽宁建联医药连锁有限公司福康店,地址：辽宁省抚顺市新抚区北台街北台新村B座2号西5门市,电话：024-52882020,
辽宁建联医药连锁有限公司高湾店,地址：辽宁省抚顺市经济开发区高湾经济取高湾街3号楼5号门市,电话：024-56100177,
辽宁建联医药连锁有限公司裕城店,地址：辽宁省抚顺市顺城区裕城路60-4号楼1号门市,电话：024-57613810,
辽宁建联医药连锁有限公司南花园店,地址：辽宁省抚顺市新抚区南花园,电话：024-54859577,
辽宁建联医药连锁有限公司和平店,地址：辽宁省抚顺市望花区雷锋路东段58号,电话：024-56675077,
辽宁建联医药连锁有限公司恩世店,地址：辽宁省抚顺市新抚区东一路盘抚开发D号楼东106号,电话：024-52889111,
辽宁建联医药连锁有限公司吉康店,地址：辽宁省抚顺市大西路59号67门,电话：024-22920311,
辽宁建联医药连锁有限公司北关店,地址：辽宁省抚顺市顺城区新城四路6乙号楼3号门市,电话：024-57576177,
辽宁建联医药连锁有限公司盛宇店,地址：辽宁省抚顺市顺城区新城路盛宇小区1号,电话：024-57190977,
辽宁建联医药连锁有限公司八纬路店,地址：辽宁省抚顺市丹东路西段5-2号,电话：024-56886377,
辽宁建联医药连锁有限公司东洲店,地址：辽宁省抚顺市东洲大街天福小区一号楼一号门市,电话：024-54468177,
辽宁建联医药连锁有限公司好又多店,地址：辽宁省抚顺市经济开发区文曲路66号,电话：024-56562297,
辽宁建联医药连锁有限公司神龙店,地址：辽宁省抚顺市高湾开发区高湾街碧水家园2#楼9号门市,电话：024-26202177,
辽宁建联医药连锁有限公司康诚店,地址：辽宁省抚顺市凤翔路32号楼东2门市,电话：024-52421760,
丹东市老天祥医疗连锁有限公司城市家园分店,地址：辽宁省丹东市元宝区山上街715-2号,电话：0415-2130699,
丹东市老天祥医药连锁有限公司蛤蟆塘分店,地址：辽宁省丹东市元宝区金山大街394号,电话：0415-2810299,
丹东市老天祥医药连锁有限公司千草堂分店,地址：辽宁省丹东市元宝区财神庙街43-2-14号,电话：0415-2800900,
丹东市老天祥医药连锁有限公司宝山分店,地址：辽宁省丹东市振兴区青年大街38-6号,电话：0415-3171210,
丹东市老天祥医药连锁有限公司聚隆分店,地址：辽宁省丹东市元宝区金海路11-1、11-2号,电话：0415-2818128,
丹东市老天祥医药连锁有限公司绿云嘉园分店,地址：辽宁省丹东市振安区经山街42-4号,电话：0415-2893353,
丹东市老天祥医药连锁有限公司和谐家园分店,地址：辽宁省丹东市振兴区春五路21-1号,电话：0415-6169104,
丹东市老天祥大药房有限公司锦山大街分店,地址：辽宁省丹东市振兴区大众南路8-3号,电话：0415-6168335,
丹东市老天祥医药连锁有限公司鑫欣园分店,地址：辽宁省丹东市振兴区兴二路5-3号,电话：0415-2551010,
丹东市老天祥大药房有限公司八道分店,地址：辽宁省丹东市元宝区宝山小区40号楼201室,电话：0415-2823117,
丹东市老天祥医药连锁有限公司沙河镇分店,地址：辽宁省丹东市元宝区沙河镇街4-4号,电话：0415-2801110,
丹东市老天祥大药房总店,地址：辽宁省丹东市元宝区锦山大街82-3号,电话：0415-2811668,
丹东市老天祥医药连锁有限公司元宝山分店,地址：辽宁省丹东市元宝区宝山大街8-1号,电话：0415-2808809,
丹东市老天祥医药连锁有限公司锦绣分店,地址：辽宁省丹东市振兴区体育馆路31-4号,电话：0415-3133285,
丹东市老天祥医药连锁有限公司工业分店,地址：辽宁省丹东市振兴区锦山大街237-4号,电话：0415-3178810,
丹东市老天祥医药连锁有限公司金海中心店,地址：辽宁省丹东市振兴区江城大街147号,电话：0415-2178817,
丹东市老天祥大药房有限公司鑫隆分店,地址：辽宁省丹东市元宝区江城大街226-2号,电话：0415-2876188,
丹东市老天祥大药房有限公司经山分店,地址：辽宁省丹东市元宝区珍珠同力大院3号楼,电话：0415-4145502,
沈阳红太阳大药房连锁有限公司新城子店,地址：辽宁省沈阳市沈北新区郑州路52-1号,电话：024-89603417,
锦州卫百康药房连锁有限公司凌海青年大街店,地址：辽宁省锦州市凌海市青年大街土产公司综合楼,电话：0416-8122120,
锦州卫百康药房连锁有限公司北川路店,地址：辽宁省锦州市古塔区兴业里兴业人家10-75、76号,电话：0416-7117227,
锦州卫百康药房连锁有限公司仁爱店,地址：辽宁省锦州市经济技术开发区杏山街道杏山村,电话：无,
锦州卫百康药房连锁有限公司广州北街店,地址：辽宁省锦州市凌河区重庆路六段北美佳苑1-32、33号,电话：0416-4665087,
锦州卫百康药房连锁有限公司钟屯店,地址：辽宁省锦州市古塔区钟屯村296-1号,电话：0416-4593011,
锦州卫百康药房连锁有限公司天天好店,地址：辽宁省锦州市古塔区东一里162-3、4、5号,电话：0416-4663111,
锦州卫百康药房连锁有限公司盛康店,地址：辽宁省锦州市太和区太平里3甲51号,电话：0416-5170611,
锦州卫百康药房连锁有限公司凌西大街店,地址：辽宁省锦州市太和区凌西吉祥79-20号,电话：0416-5177811,
锦州卫百康药房连锁有限公司新制店,地址：辽宁省锦州市凌河区新制南里11甲-61、62号,电话：0416-3800778,
锦州卫百康药房连锁有限公司北城店,地址：辽宁省锦州市太和区锦义街水岸华城14-105、106、107、108号,电话：无,
锦州卫百康药房连锁有限公司金屯店,地址：辽宁省锦州市凌河新区金屯村358号,电话：0416-4683035,
锦州卫百康药房连锁有限公司幸福家园店,地址：辽宁省锦州市古塔区士英里幸福家园33-5号,电话：0416-4799699,
锦州卫百康药房连锁有限公司杨兴店,地址：辽宁省锦州市太和区新民乡杨兴村,电话：0416-3484138,
锦州卫百康药房连锁有限公司凌川路店,地址：辽宁省锦州市太和区凌川路15-49、50号,电话：0416-4666888,
锦州卫百康药房连锁有限公司丹东街店,地址：辽宁省锦州市凌河区白日南里11-77、78号,电话：0416-4107888,
锦州卫百康药房连锁有限公司保安店,地址：辽宁省锦州市古塔区保安里48-121号,电话：0416-2678977,
锦州卫百康药房连锁有限公司南宁路店,地址：辽宁省锦州市凌河区南宁路9-32号,电话：无,
锦州卫百康药房连锁有限公司重型厂店,地址：辽宁省锦州市太和区女儿河乡金厂卜村,电话：0416-7181299,
锦州卫百康药房连锁有限公司实华园店,地址：辽宁省锦州市古塔区重庆路一段实华园3-74号,电话：0416-4572122,
锦州卫百康药房连锁有限公司松坡园店,地址：辽宁省锦州市凌河区铁新西里111-69、70、71号,电话：0416-4588957,
锦州卫百康药房连锁有限公司万年里店,地址：辽宁省锦州市凌河区万年里19-43、44、45号,电话：0416-3859546,
锦州卫百康药房连锁有限公司焊条厂店,地址：辽宁省锦州市太和区解放西路金瑞尚品2-105、106号,电话：0416-5190111,
锦州卫百康药房连锁有限公司关单新村店,地址：辽宁省锦州市凌河区新制北里关单新村4-62号,电话：0416-3810111,
锦州卫百康药房连锁有限公司女纺店,地址：辽宁省锦州市太和区新兴里4号,电话：0416-5130980,
锦州卫百康药房连锁有限公司铁合金店,地址：辽宁省锦州市太和区合金北里68-7、8号,电话：0416-7186222,
锦州卫百康药房连锁有限公司功臣店,地址：辽宁省锦州市太和区合金西里63甲号,电话：0416-7184800,
彰武县群康医药连锁有限公司中心店,地址：辽宁省阜新市彰武县解放大街东化纤厂综合楼53-13门,电话：0418-7726300,
彰武县群康医药连锁有限公司鑫地家园分店,地址：辽宁省阜新市彰武县丹霍路3-1门网点楼,电话：无,
彰武县群康医药连锁有限公司四中分店,地址：辽宁省阜新市彰武县建设街武业新居80#楼,电话：无,
彰武县群康医药连锁有限公司悦澜湾分店,地址：辽宁省阜新市彰武县清真路49号,电话：无,
彰武县群康医药连锁有限公司西环店,地址：辽宁省阜新市彰武县西环路粮食集团1号楼南10号,电话：0418-7739449,
锦州健康源医药连锁有限公司士英街药店,地址：辽宁省锦州市古塔区西安里28-54.28-55号,电话：0416-2300870,
锦州健康源医药连锁有限公司南阳路药店,地址：辽宁省锦州市凌河区兰花里14-76号,电话：0416-2806998,
锦州健康源医药连锁有限公司民心大药房,地址：辽宁省锦州市凌河区人民街五段1号12-1.12-2,电话：0416-4670090,
锦州健康源医药连锁有限公司一心大药房,地址：辽宁省锦州市凌河区重庆路三段10-46、47、48号,电话：0416-4600306,
锦州健康源医药连锁有限公司开心药店,地址：辽宁省锦州市凌河区上海路五段5甲-3号,电话：0416-3967366,
锦州健康源医药连锁有限公司益心药店,地址：辽宁省锦州市太和区德新里在水一方112--19号,电话：0416-3873911,
锦州健康源医药连锁有限公司健康源大药房,地址：辽宁省锦州市古塔区上海路三段1-89、1-90号,电话：0416-2300962,
锦州健康源医药连锁有限公司福心药店,地址：辽宁省锦州市凌河区上海路六段11-10号,电话：0416-2809845,
锦州健康源医药连锁有限公司顺心药店,地址：辽宁省锦州市凌和区菊花里4甲-54号,电话：0416-2881750,
锦州健康源医药连锁有限公司添福大药房,地址：辽宁省锦州市凌河区上海路五段13戊-122号,电话：0416-2828377,
锦州健康源医药连锁有限公司恩心药店,地址：辽宁省锦州市凌河区洛阳路五段58-91,电话：0416-2806833,
锦州健康源医药连锁有限公司佳心药店,地址：辽宁省锦州市太和区凌西大街戎兴苑4-99号,电话：0416-5122070,
锦州健康源医药连锁有限公司欣心药店,地址：辽宁省锦州市松山新区武汉街96-107号,电话：0416-3890400,
锦州健康源医药连锁有限公司暖心药店,地址：辽宁省锦州市古塔区西街里19-6、19-7号,电话：0416-2300562,
锦州健康源医药连锁有限公司学苑药店,地址：辽宁省锦州市太和区凌南西里锦绣天第A区28-27号,电话：0416-3863511,
锦州健康源医药连锁有限公司康心大药房,地址：辽宁省锦州市凌河区南京路六段14-59\\\\14-60,电话：0416-2891012,
锦州健康源医药连锁有限公司惠心大药房,地址：辽宁省锦州市太和区锦州市太和区吉祥街28-46号,电话：0416-3515602,
锦州健康源医药连锁有限公司康之源大药房,地址：辽宁省锦州市太和区太安里1号,电话：0416-5122086,
锦州健康源医药连锁有限公司贴心药店,地址：辽宁省锦州市凌河区安和里49-1号,电话：0416-3725900,
