吉林省中东健康万家医药连锁有限公司开工店,地址：吉林省长春市朝阳区开运街开工胡同内，南街超市边,电话：0431-85943411,
吉林大药房九台路连锁店,地址：吉林省长春市宽城区一匡街家和超市部分房屋,电话：0431-81912654,
吉林大药房长江街连锁店,地址：吉林省吉林市高新区长江街光明小区7号楼1-2号网点,电话：无,
吉林大药房天津街连锁店,地址：吉林省吉林市昌邑区文庙街兰天小区10号楼192-5号网店,电话：无,
吉林大药房上海路连锁店,地址：吉林省吉林市昌邑区上海路20号,电话：无,
吉林大药房宽府路连锁店,地址：吉林省长春市宽城区北亚泰大街证大光明城2期24幢2单元104室,电话：无,
吉林大药房万科路连锁店,地址：吉林省吉林市高新区滨江南路99号万科城一期9-14号楼10幢0001001室,电话：无,
吉林大药房修正路连锁店,地址：吉林省长春市高新区修正路阳光城七彩6号楼2号商铺,电话：0431-86076218,
吉林大药房大通连锁店,地址：吉林省长春市朝阳区繁荣路17号门市,电话：无,
吉林大药房伊利花园连锁店,地址：吉林省吉林市丰满区宜山路伊利花园1号楼2号网点,电话：无,
吉林大药房双阳仿古楼连锁店,地址：吉林省长春市双阳区苏瓦延街北,电话：无,
吉林大药房团山小区连锁店,地址：吉林省长春市宽城区团山小区4.5栋119室,电话：无,
吉林大药房湖光路连锁店,地址：吉林省长春市朝阳区湖光科技新村一号楼101室,电话：0431-85076023,
吉林大药房湘潭街连锁店,地址：吉林省吉林市龙潭区湘潭街东方新村5号楼8号网点,电话：无,
吉林大药房融创上城连锁店,地址：吉林省长春市开发区硅谷大街1877号融创上城四期第62-99商业栋105,电话：无,
吉林大药房御景壹号连锁店,地址：吉林省长春市双阳区崇山路东侧御景壹号小区1栋3单元105号,电话：无,
吉林大药房太原街连锁店,地址：吉林省吉林市昌邑区太原街,电话：无,
吉林大药房吉林恒山西路连锁店,地址：吉林省吉林市高新区科贸商城一区1-2层A03-04号网点,电话：无,
吉林大药房剑桥园连锁店,地址：吉林省长春市高新开发区剑桥园1\/10栋119号,电话：0431-81912697,
吉林大药房汉阳街连锁店,地址：吉林省吉林市龙潭区汉阳街阳城家园1号楼1层4号网点,电话：无,
吉林大药房颐和雅苑连锁店,地址：吉林省长春市双阳区北疆颐和雅苑A1-1号楼101室,电话：无,
吉林大药房公安小区连锁店,地址：吉林省吉林市昌邑区欣昌街公安小区南3楼栋门市单元一层,电话：无,
吉林大药房文婷雅苑连锁店,地址：吉林省长春市朝阳区繁荣路文婷雅苑小区39栋105号,电话：0431-85076077,
吉林大药房遵义东路连锁店,地址：吉林省吉林市龙潭区遵义东路71-23号,电话：无,
吉林大药房名仕花园连锁店,地址：吉林省长春市朝阳区西开运街4666号,电话：0431-85075937,
吉林大药房双阳温馨家园连锁店,地址：吉林省长春市双阳区通阳路温馨家园第二幢3单元106、206号,电话：无,
吉林大药房北亚泰大街连锁店,地址：吉林省长春市宽城区北亚泰大街大街与长新街交汇处,电话：0431-81912632,
吉林大药房辉南街连锁店,地址：吉林省长春市朝阳区辉南街29号,电话：0431-85075993,
吉林大药房领秀朝阳连锁店,地址：吉林省长春市朝阳区吉油.领秀朝阳.上院第A-16幢0单元112号房,电话：0431-81912549,
吉林大药房松江二厅连锁店,地址：吉林省吉林市昌邑区中兴街116号,电话：无,
吉林大药房南湖中街连锁店,地址：吉林省长春市南湖中街与繁荣路交汇大禹城邦小区吉林大药房,电话：0431-81890859,
吉林大药房吉林青年路连锁店,地址：吉林省吉林市昌邑区青华园小区1号楼一层15号网点,电话：无,
吉林大药房北园市场连锁店,地址：吉林省吉林市龙潭区汉阳街南段龙潭区政府4号楼8号网点,电话：无,
吉林大药房南湖新村锁店,地址：吉林省长春市朝阳区南湖大路8号,电话：0431-85076005,
吉林大药房前进大街连锁店,地址：吉林省长春市朝阳区前进大街19号,电话：0431-85075996,
吉林大药房绿锦国际连锁店,地址：吉林省长春市成涛绿锦国际小区2号楼北侧耳房 ,电话：无,
吉林鸿博景园连锁店,地址：吉林省吉林大药房药业股份有限公司吉林市鸿博景园小区连锁店,电话：无,
吉林大药房光谷大街连锁店,地址：吉林省长春市朝阳区轻铁金郡湾50号楼106号,电话：无,
吉林大药房融合嘉苑连锁店,地址：吉林省长春市锦阳路18号吉林油田长化职工住宅小区15\/16幢3单元108号,电话：0431-81912509,
吉林大药房吉达花园连锁店,地址：吉林省长春市绿园区普阳街44号吉达花园四期32\/33幢2单元105号,电话：无,
吉林大药房翡翠湾连锁店,地址：吉林省长春市绿园区翟家棚户区改造项目二期52-2、G7-2、P2幢1单元102,电话：0431-81912647,
吉林大药房建设街连锁店,地址：吉林省长春市朝阳区建设街46号家属楼宿舍临街1楼（建设街1598号）,电话：0431-85075133,
吉林大药房普阳街连锁店,地址：吉林省长春市绿园区普阳街27号,电话：无,
吉林大药房东兰路连锁店,地址：吉林省吉林市昌邑区东兰路冶建小区7号楼9-10号网点,电话：无,
吉林大药房星宇小区连锁店,地址：吉林省长春市绿园区翔运街街B幢101号,电话：0431-81912672,
吉林大药房万福街连锁店,地址：吉林省长春市绿园区万福街54号,电话：0431-85076362,
吉林大药房百菊连锁店,地址：吉林省长春市朝阳区建设街65号,电话：0431-85075898,
吉林大药房春城大街连锁店,地址：吉林省长春市绿园区春城大街3号,电话：无,
吉林大药房黄旗街连锁店,地址：吉林省吉林市船营区紫晶城88号20-22网点,电话：无,
吉林大药房锦西路连锁店,地址：吉林省长春市绿园区西郊路北春城大街西，锦西路南，绿化街东万鑫花园105号,电话：无,
吉林大药房通潭街连锁店,地址：吉林省吉林省吉林市昌邑区通潭大路3号经贸花园小区3号楼8、9号网点,电话：无,
吉林大药房吉林长春路连锁店,地址：吉林省吉林市船营区长春路临江小区9号楼1号网点,电话：无,
吉林大药房万盛理想国连锁店,地址：吉林省长春市万盛理想国第D3幢2单元105号,电话：0431-81851312,
吉林大药房青岛街连锁店,地址：吉林省吉林市青岛街旭日10号楼7号网点,电话：无,
吉林大药房春城锦江连锁店,地址：吉林省长春市绿园区春城大街与景阳大路交汇处锦江花园二区17幢y106号房,电话：无,
吉林大药房长白路连锁店,地址：吉林省长春市宽城区长白路368号,电话：0431-85076368,
吉林大药房春城皓月连锁店,地址：吉林省长春市绿园区皓月大路2519号,电话：无,
吉林大药房鸿博锦绣连锁店,地址：吉林省吉林市船营区农林街第51幢1-2层13号网点,电话：无,
吉林大药房吉兴路连锁店,地址：吉林省吉林市船营区鸿博锦绣花园6号楼7.8号网点,电话：无,
吉林大药房西郊路连锁店,地址：吉林省长春市绿园区皓月大路3072号,电话：0431-85075139,
吉林大药房火车站连锁店,地址：吉林省长春市宽城区辽宁路10-1号,电话：无,
吉林大药房莲山路连锁店,地址：吉林省吉林市船营区厚德广厦小区5-1号楼6号网点,电话：无,
吉林大药房吉林市药业有限责任公司解放西路连锁店,地址：吉林省吉林市船营区乐园小区综合楼7号网点,电话：无,
吉林大药房锦江二区连锁店,地址：吉林省长春市绿园区和平大路锦江花园二区6栋102号,电话：0431-85075983,
吉林大药房四平路连锁店,地址：吉林省长春市宽城区四平路浙四小区5号楼E区6-11轴,电话：无,
吉林大药房吉林朝阳街连锁店,地址：吉林省吉林市船营区南京街朝阳街2号,电话：无,
吉林大药房吉林长春路雅苑小区连锁店,地址：吉林省吉林市船营区长春路36号临江雅苑1号楼6号网点,电话：无,
吉林大药房翔运街连锁店,地址：吉林省长春市绿园区翔运街1368号,电话：0431-85075117,
吉林大药房南宁路连锁店,地址：吉林省吉林市龙潭区南宁路22号1成12号网点,电话：无,
吉林大药房汉口大街连锁店,地址：吉林省长春市宽城区汉口大街2号,电话：无,
吉林大药房吉林中凯梦之城店,地址：吉林省吉林市船营区中东路6号中凯梦之城20号住宅20幢00011004室,电话：无,
吉林大药房依山小筑连锁店,地址：吉林省吉林市船营区依山小筑5号楼13号网点,电话：无,
吉林大药房新奥蓝城连锁店,地址：吉林省长春市绿园区新南阳路奥蓝城小区21栋,电话：0431-85075936,
吉林大药房创业大市场连锁店,地址：吉林省吉林市龙潭区汉阳街95号创业大市场,电话：无,
吉林大药房莲花街连锁店,地址：吉林省吉林市昌邑区莲花二区街坊9号楼1-2层8号网点,电话：无,
吉林大药房河南街连锁店,地址：吉林省吉林市船营区大东街珲春街9#号,电话：无,
吉林大药房东广场连锁店,地址：吉林省长春市宽城区中环6区14-17号楼,电话：无,
吉林大药房朝阳桥连锁店,地址：吉林省长春市绿园区西郊路星宇小区1号楼,电话：0431-85075136,
吉林大药房通江路连锁店,地址：吉林省吉林市通江路29-8号,电话：无,
吉林大药房桃园广场连锁店,地址：吉林省吉林市昌邑区吉林大街352号,电话：无,
吉林大药房珲春街连锁店,地址：吉林省吉林市船营区青岛街珲春街4#楼,电话：无,
吉林大药房金川街连锁店,地址：吉林省长春市经济开发区金川街60号省自考办对面,电话：无,
吉林大药房新发街连锁店,地址：吉林省吉林市昌邑区通江路吉炭小区19栋3号,电话：无,
吉林大药房吉林冯家屯连锁店,地址：吉林省吉林市船营区新生街鑫兴馨苑1号楼1层15、16号网点,电话：无,
吉林大药房世光路连锁店,地址：吉林省长春市净月开发区世光路富奥D区21栋10号,电话：0431-85075143,
吉林大药房德胜路店连锁店,地址：吉林省吉林市船营区德胜路人民广场小区6号楼6号网点,电话：无,
吉林大药房泰山路连锁店,地址：吉林省长春市经济开发区泰山路六区25栋,电话：0431-85076328,
吉林大药房北海路连锁店,地址：吉林省长春市经济开发区珠江路临河风景1栋102号,电话：0431-85075146,
吉林大药房尊誉东方连锁店,地址：吉林省长春市东环城路以西珠海路以北枫林家园东区三期第6栋103号房,电话：0431-81912547,
吉林大药房芙蓉路连锁店,地址：吉林省长春市宽城区西三条757号,电话：无,
吉林大药房爱琴海连锁店,地址：吉林省长春市二道区广德街以西万晟爱琴海D5幢113.114号房,电话：无,
吉林大药房西安桥连锁店,地址：吉林省长春市朝阳区建设街91号,电话：0431-85075159,
吉林大药房春天花园连锁店,地址：吉林省长春市绿园区台北大街春天花园3号楼104-105号,电话：0431-85076319,
吉林大药房经开四区连锁店,地址：吉林省长春市经济开发区临河街四区29栋门市房4号,电话：无,
吉林大药房天富家园连锁店,地址：吉林省长春市二道区公平路天富花园小区3栋107号门市,电话：0431-85075093,
