四川好仁堂惠民药店 ,地址：四川省攀枝花市米易县桥东街45,电话：0812-8175469,
成都市康福隆药品体院店,地址：四川省成都市一环路西一段21号（体育学院旁）,电话：028-85092979,
成都市康福隆药品广福桥店,地址：四川省成都市广福桥5号附78、79,电话：028-85081790,
成都市康福隆药品西北桥店,地址：四川省成都市一环路北二段62号,电话：028-83199912,
成都市康福隆药品清江2店,地址：四川省成都市清江东路59号附5号,电话：028-66887211,
成都市康福隆药品曹家巷店,地址：四川省成都市内曹家巷1号,电话：028-83342127,
成都市康福隆药品水碾河店,地址：四川省成都市一环路东四段14号,电话：028-84439968,
成都市康福隆药品清江1店,地址：四川省成都市牧电路1号,电话：028-87337829,
成都市康福隆药品东门店,地址：四川省成都市一环路东二段6号,电话：028-84310837,
成都市康福隆药品五大花园店,地址：四川省成都市晋阳路145号,电话：028-87442663,
成都市康福隆药品十陵店,地址：四川省成都市十陵镇江华路343号,电话：028-84603509,
成都市康福隆药品交大店,地址：四川省成都市二环路北二段8号一幢36号,电话：028-87655009,
成都市康福隆药品北巷子店,地址：四川省成都市金仙桥路9号附2号,电话：028-87662893,
成都市康福隆药品外光荣店,地址：四川省成都市银沙路8号,电话：028-87605770,
成都市康福隆药品东门2店,地址：四川省成都市一环路东二段140号,电话：028-84303022,
成都市康福隆药品和善堂店,地址：四川省成都市温江柳城街办麻市街边城假日广场3-1-1,电话：028-82717771,
成都市康福隆药品北门2店,地址：四川省成都市一环路北三段2号附9号,电话：028-83225581,
成都市康福隆药品电视塔店,地址：四川省成都市猛追湾南街3号,电话：028-84393611,
成都市康福隆药品德盛店,地址：四川省成都市鼓楼北四街27号,电话：028-86918099,
成都市康福隆药品八里桥店,地址：四川省成都市站北中街23号,电话：028-83112329,
成都瑞康医药站北3店,地址：四川省成都市成华区站北东街118号附9号（云景豪庭楼下）,电话：无,
成都瑞康医药新桥2店,地址：四川省成都市金牛区甘泉路6号附1号,电话：无,
成都瑞康医药金璐天下店,地址：四川省成都市金牛区茶店子西街36号（茶店子西口）,电话：无,
成都瑞康医药广福堂店,地址：四川省成都市武侯区高升桥北路16号附1-3号,电话：无,
成都瑞康医药万和店,地址：四川省成都市青羊区万和路11号附4号（青羊区国税局）,电话：无,
成都瑞康医药青龙2店,地址：四川省成都市成华区致顺南一街47、49号,电话：无,
成都瑞康医药罗浮店,地址：四川省成都市武侯区高升桥东路124号,电话：无,
成都瑞康医药武侯店,地址：四川省成都市武侯区武侯大道双楠段48号,电话：无,
成都瑞康医药华协店,地址：四川省成都市青羊区王家塘街4号附7-9号（成都市第三人民医院对面100米）,电话：无,
成都瑞康医药八里庄店,地址：四川省成都市成华区二仙桥西路32号（成都东站旁101医药仓库一楼）,电话：无,
成都瑞康医药花径店,地址：四川省成都市成华区花径路1115号附56号,电话：无,
成都瑞康医药双顺店,地址：四川省成都市青羊区双顺路30号　　　　　,电话：无,
成都瑞康医药万福桥店,地址：四川省成都市青羊区大安西路56－58号（人民中路万福桥左侧50米）,电话：无,
成都瑞康医药青龙店,地址：四川省成都市成华区青龙场致祥路34号附26－28号,电话：无,
成都瑞康医药光华店,地址：四川省成都市青羊区光华西三路72号,电话：无,
成都瑞康医药陕西店,地址：四川省成都市青羊区陕西街247号（汪家拐菜市对门）,电话：无,
成都瑞康医药青莲店,地址：四川省成都市锦江区青莲上街40、42、44号（省旅游局左侧100米）,电话：无,
成都瑞康医药龙湖店,地址：四川省成都市锦江区宏济中路38号5幢6号（龙湖晶蓝半岛二期）,电话：无,
成都瑞康医药清溪店,地址：四川省成都市青羊区清溪西路32号（峨眉山大酒店对面200米左右，府南新区）,电话：无,
成都瑞康医药西府店,地址：四川省成都市青羊区西府北街9、11号（太平洋骡马市店后面）,电话：无,
成都瑞康医药北回归店,地址：四川省成都市成华区西林四街126号2栋14号,电话：无,
成都瑞康医药茶店子店,地址：四川省成都市金牛区育德路8号附13－15号（红色小学对面）,电话：无,
成都瑞康医药长顺店,地址：四川省成都市青羊区红墙巷106号,电话：无,
成都瑞康医药锦绣2店,地址：四川省成都市成华区东秀一路203号,电话：无,
成都瑞康医药桂溪店,地址：四川省成都市高新区天和路307号1幢12、13号,电话：无,
成都瑞康医药金府店,地址：四川省成都市金牛区金府路6号1幢238号,电话：无,
成都瑞康医药川医店,地址：四川省成都市锦江区浆洗街10号,电话：无,
成都瑞康医药锦绣东方店,地址：四川省成都市成华区杉板桥南一路165号,电话：无,
成都瑞康医药新桥店,地址：四川省成都市金牛区长和路18号附32号,电话：无,
成都瑞康医药金沙店,地址：四川省成都市青羊区金鹏路29号2号楼21－23号（7路终点站金沙顺苑）,电话：无,
成都瑞康医药水岸华庭店,地址：四川省成都市成华区五桂桥北路8号（5、341路终点站前行300米）,电话：无,
成都瑞康医药九里堤店,地址：四川省成都市金牛区星河路38号附13-15（金牛区法院旁边）,电话：无,
成都瑞康医药抚琴店,地址：四川省成都市金牛区金琴路167、169、171号（审判法庭右侧100米）,电话：无,
成都瑞康医药长福店,地址：四川省成都市金牛区长福街67号12栋1楼64号,电话：无,
成都瑞康医药肖家河店,地址：四川省成都市高新区肖家河正街72、74、76、78号（肖家河步行街）,电话：无,
成都瑞康医药席草田店,地址：四川省成都市金牛区席草田街58号附1号（省出版集团背后）,电话：无,
广汉市吉昌药业连锁有限公司诚信药店,地址：四川省德阳市广汉市东莞路三段137号,电话：无,
广汉市吉昌药业连锁有限公司平鑫药房,地址：四川省德阳市广汉市金鱼镇,电话：无,
广汉市吉昌药业连锁有限公司向阳金光堂药房,地址：四川省德阳市广汉市向阳镇马岱路22号,电话：无,
广汉市吉昌药业连锁有限公司荣兴药店,地址：四川省德阳市广汉市金鱼镇白云街家家乐超市旁,电话：0838-5670023,
广汉市吉昌药业连锁有限公司益诚大药房,地址：四川省德阳市广汉市连山镇上南街16号,电话：无,
广汉市吉昌药业连锁有限公司新平药店,地址：四川省德阳市广汉市新平镇向新路,电话：无,
广汉市吉昌药业连锁有限公司雅康药房,地址：四川省德阳市广汉市连山路西三段,电话：无,
广汉市吉昌药业连锁有限公司和兴曾治药房,地址：四川省德阳市广汉市新平镇,电话：0838-5887189,
广汉市吉昌药业连锁有限公司雨辰大药房,地址：四川省德阳市广汉市连山路东二段,电话：无,
广汉市吉昌药业连锁有限公司博信药店,地址：四川省德阳市广汉市柳州路二段,电话：无,
广汉市吉昌药业连锁有限公司连山永安药房,地址：四川省德阳市广汉市连山五广街3段45号,电话：无,
广汉市吉昌药业连锁有限公司御景药店,地址：四川省德阳市广汉市柳州路三段附近,电话：无,
广汉市吉昌药业连锁有限公司汇安药房,地址：四川省德阳市广汉市湘潭路四段66号,电话：无,
广汉市吉昌药业连锁有限公司西门药房,地址：四川省德阳市广汉市东西大街西二段附近,电话：0838-5402715,
广汉市吉昌药业连锁有限公司黄家老药铺,地址：四川省德阳市广汉市湘潭路三段,电话：无,
广汉市吉昌药业连锁有限公司洪康大药房,地址：四川省德阳市广汉市向兴路东,电话：0838-55081315,
广汉市吉昌药业连锁有限公司和平药房,地址：四川省德阳市广汉市向兴路附近,电话：0838-5350832,
广汉市吉昌药业连锁有限公司新丰广济堂药房,地址：四川省德阳市广汉市海口路四段31号,电话：0838-5507159,
广汉市吉昌药业连锁有限公司顺康大药房,地址：四川省德阳市广汉市顺德路二段222号,电话：无,
广汉市吉昌药业连锁有限公司三水中西药店,地址：四川省德阳市广汉市三水镇,电话：无,
广汉市吉昌药业连锁有限公司马牧药房,地址：四川省德阳市广汉市深圳路东一段,电话：0838-5915523,
广汉市吉昌药业连锁有限公司新平博爱药店,地址：四川省德阳市广汉市向新路附近,电话：0838-5650545,
广汉市吉昌药业连锁有限公司连山店,地址：四川省德阳市广汉市连山镇连山路,电话：0838-5800064,
广汉市吉昌药业连锁有限公司舒济堂药房,地址：四川省德阳市广汉市柳州路1段26号,电话：0838-5300057,
广汉市吉昌药业连锁有限公司新顺药店,地址：四川省德阳市广汉市文化街二段,电话：0838-5730389,
广汉市吉昌药业连锁有限公司西高店,地址：四川省德阳市广汉市致富路和皇冠街的交叉口附近,电话：0838-5630329,
广汉市吉昌药业连锁有限公司零售二门市,地址：四川省德阳市广汉市顺德路28#,电话：0838-5235528,
广汉市吉昌药业连锁有限公司国康药房,地址：四川省德阳市广汉市湖南路1段,电话：0838-5802286,
广汉市吉昌药业连锁有限公司三水便民药店,地址：四川省德阳市广汉市文化街附近,电话：0838-5850236,
广汉市吉昌药业连锁有限公司小汉店,地址：四川省德阳市广汉市G108附近,电话：0838-5703225,
广汉市吉昌药业连锁有限公司零售一门市,地址：四川省德阳市广汉市武昌路北一段33#,电话：0838-5221008,
广元芝心大药房连锁有限公司苍溪益康药店,地址：四川省广元市苍溪县陵江镇红军路中段149号,电话：0839-5668698,
广汉市吉昌药业连锁有限公司华军药店,地址：四川省德阳市广汉市连山镇上南街2号,电话：无,
广汉市吉昌药业连锁有限公司康发药店,地址：四川省德阳市广汉市西湖路东段,电话：无,
广汉市吉昌药业连锁有限公司洛阳店,地址：四川省德阳市广汉市雒城镇洛阳路38,40,42号,电话：0838-5239655,
广汉市吉昌药业连锁有限公司恒生堂,地址：四川省德阳市广汉市浏阳路三中旁边,电话：0838-5252166,
广元芝心大药房连锁有限公司苍溪西街药店,地址：四川省广元市苍溪县陵江镇嘉陵路西段,电话：0839-5668228,
广汉市吉昌药业连锁有限公司吉熙大药房,地址：四川省德阳市广汉市连山镇上南街28号,电话：0838-5227952,
广汉市吉昌药业连锁有限公司丽康药店,地址：四川省德阳市广汉市火庙街附近,电话：0838-5781728,
广汉市吉昌药业连锁有限公司西门店,地址：四川省德阳市广汉市西湖路东段72号,电话：0838-5225726,
广汉市吉昌药业连锁有限公司同德店,地址：四川省德阳市广汉市南门路口京都假日酒店,电话：0838-5252398,
广元芝心大药房连锁有限公司天天康药店,地址：四川省广元市东坝苴国市场北门口,电话：0839-3229358,
广汉市吉昌药业连锁有限公司福康药房,地址：四川省德阳市广汉市东西大街东2段,电话：0838-5225771,
广汉市吉昌药业连锁有限公司连山松鹤堂药房,地址：四川省德阳市广汉市湖广街三段,电话：无,
广汉市吉昌药业连锁有限公司武昌店,地址：四川省德阳市广汉市武昌路北二段2号,电话：0838-5266563,
广汉市吉昌药业连锁有限公司德仁店,地址：四川省德阳市广汉市人民医院斜对面,电话：0838-5232888,
广元芝心大药房连锁有限公司北街药店,地址：四川省广元市利州区嘉陵办事处北街127号,电话：0839-3227038,
广汉市吉昌药业连锁有限公司金鱼光顺药店,地址：四川省德阳市广汉市九高路附近,电话：0838-5670043,
广汉市吉昌药业连锁有限公司连山同济药房,地址：四川省德阳市广汉市湖广街二段21广汉市连山祥和面粉厂附近,电话：0838-5802451,
广汉市吉昌药业连锁有限公司顺德店,地址：四川省德阳市广汉市雒城镇顺德路二段89号,电话：0838-5352651,
广汉市吉昌药业连锁有限公司时代店,地址：四川省德阳市广汉市梅西百货旁边,电话：0838-5228868,
广元芝心大药房连锁有限公司南街药店,地址：四川省广元市利州区老城都市广场1-1-6号,电话：0839-3228728,
