重庆全兴药房金龙路分店,地址：重庆市渝北区龙溪镇金龙路242号,电话：023-67607175,
重庆唐氏药业有限公司海棠溪店,地址：重庆市南岸区海棠溪街道海棠溪新街48号,电话：023-62819542,
重庆唐氏药业有限公司璧山三店,地址：重庆市璧山县璧城街道道金剑路221号C1栋,电话：023-41416811,
重庆唐氏药业有限公司直港大道店,地址：九龙坡区杨家坪直港大道珠江花园1栋B3第1层39#,电话：023-68621249,
重庆唐氏药业有限公司福苑店,地址：重庆市九龙坡区九龙园园区半山商业街c栋一层,电话：023-68548394,
重庆唐氏药业有限公司老厂店,地址：重庆市南岸区南山街道文峰正街90号,电话：023-62936912,
重庆唐氏药业有限公司璧山二店,地址：重庆市璧山县璧城街道壁贸中心1---13,电话：023-41410622,
重庆唐氏药业有限公司奥园康城店,地址：重庆市九龙坡区谢家湾黄杨路6号3幢附1-20号,电话：023-63854060,
重庆市唐氏药业有限公司盛世华城店,地址：重庆市九龙坡区兴胜路55号1栋（盛世华城1栋附23号）,电话：023-68658760,
重庆唐氏药业有限公司上新街分店,地址：重庆市南岸区龙门浩街道桂花园村9号附7、8、9号,电话：023-62876311,
重庆唐氏药业有限公司仁爱大药房璧山店,地址：重庆市璧山县璧城街道名豪步行街HT栋楼3-4号,电话：023-41435781,
重庆唐氏药业有限公司渝州城分店,地址：重庆市九龙坡区白桃路1号附1-3号,电话：023-68179376,
重庆唐氏药业有限公司黄桷垭分店,地址：重庆市南岸区黄桷垭崇文路8号,电话：023-62477636,
重庆唐氏药业有限公司北碚区水土店,地址：重庆市北碚区水土镇九龙正街82号,电话：023-60641796,
重庆唐氏药业有限公司南滨路店,地址：重庆市南岸区南坪宏声路39号2栋1楼2号,电话：023-62813814,
重庆唐氏药业有限公司合川区金科世界城店,地址：重庆市合川区希尔安大道1233号附3、4、6、7号,电话：023-42702233,
重庆唐氏药业有限公司北碚区和欣家园店,地址：重庆市北碚区水土镇和欣家园泰和路1号（6幢附）117号、119号、121号,电话：023-68307486,
重庆唐氏药业有限公司北碚区城南店,地址：重庆市北碚区碚南大道218号,电话：023-63171040,
重庆唐氏药业有限公司北碚区复兴店,地址：重庆市北碚区复兴镇西街32号,电话：023-60642401,
重庆唐氏药业有限公司联芳花园店,地址：重庆市沙坪坝区显丰大道24号2栋平街1层,电话：023-68180175,
重庆唐氏药业有限公司北碚区唐氏药房小湾店,地址：重庆市北碚区复兴镇太山村16社51号门面,电话：023-60306568,
重庆唐氏药业有限公司双碑店,地址：重庆市沙坪坝区双碑劳动桥122号1-1,电话：无,
重庆唐氏药业有限公司竹园店,地址：重庆市渝中区交通街4号楼负2层,电话：023-68736609,
重庆唐氏药业有限公司文星湾店,地址：重庆市北碚区文星村25-26号,电话：023-68285921,
重庆唐氏药业有限公司凤天路分店,地址：重庆市沙坪坝区凤天大道130号附一层,电话：023-65360587,
重庆唐氏药业有限公司大黄路分店,地址：重庆市渝中区大黄路22号,电话：023-68719731,
重庆唐氏药业有限公司合川分店,地址：重庆市合川区南办处南津街7号,电话：023-42725758,
重庆唐氏药业有限公司沙坪坝区井口分店,地址：重庆市沙坪坝区工业园区A区还建房门面C栋09号,电话：023-65290103,
重庆唐氏药业有限公司大坪九坑子店,地址：重庆市渝中区大坪九坑字三号附一楼,电话：023-68810783,
重庆唐氏药业有限公司歇马店,地址：重庆市北碚区歇马镇歇马路456号,电话：023-68248478,
重庆唐氏药业有限公司沙杨路店,地址：重庆市沙坪坝区沙杨路67号附13、14号,电话：023-65469219,
重庆唐氏药业有限公司解放西路店,地址：重庆市渝中区解放西路99号,电话：023-63913177,
重庆唐氏药业有限公司北碚区上海路,地址：重庆市北碚区上海路68号、70号,电话：023-68297660,
重庆唐氏药业有限公司沙坪坝区小龙坎分店,地址：重庆市沙坪坝区小龙坎正街226号,电话：023-65300060,
重庆唐氏药业有限公司较场口店,地址：重庆市渝中区民权路58号负二层1-2、A-D处,电话：023-63529293,
重庆唐氏药业有限公司北碚区双柏路店,地址：重庆市北碚区双柏路63号、65、67、69号,电话：023-68869076,
重庆唐氏药业有限公司沙坪坝中心店,地址：重庆市沙坪坝晒光坪38-14、15、38、39号,电话：023-65457291,
重庆唐氏药业有限公司响水桥分店,地址：重庆市渝中区解放西路199号,电话：023-63931929,
重庆唐氏药业有限公司歌乐山店,地址：重庆市沙坪坝区歌乐山正街1-8号,电话：023-65229643,
重庆唐氏药业有限公司金银湾店,地址：重庆市渝中区金银湾222号C栋1-2#、1-3#,电话：023-68053229,
重庆唐氏药业有限公司大礼堂分店,地址：重庆市渝中区人民路158号,电话：023-63639632,
重庆唐氏药业有限公司新建二村店,地址：重庆市沙坪坝区新建二村11号附20号,电话：023-65086461,
重庆唐氏药业有限公司嘉华鑫城店,地址：重庆市渝中区大坪正街118号（嘉华鑫城）E栋105号,电话：023-63000170,
重庆唐氏药业有限公司桂花园分店,地址：重庆市渝中区桂花园路38号,电话：023-63875385,
重庆唐氏药业有限公司七星岗店,地址：重庆市渝中区金汤街16号,电话：023-68009980,
重庆唐氏药业有限公司学田湾一店,地址：渝中区学田湾正街37号第一层（LG层）外3号,电话：023-62916990,
重庆唐氏药业有限公司学田湾分店,地址：重庆市渝中区学田湾正街55号,电话：023-63855303,
重庆药上堂药房连锁有限责任公司承明药店,地址：重庆市万州区恒合土家族乡国兴村,电话：023-58659061,
重庆药上堂药房连锁有限责任公司加盟连锁十六店,地址：重庆市长寿区长寿湖镇美食街,电话：无,
重庆药上堂药房连锁有限责任公司加盟连锁十五店,地址：重庆市长寿区石堰镇正街38号,电话：023-40918342,
重庆药上堂药房连锁有限责任公司加盟连锁十三店,地址：重庆市长寿区长寿湖镇农贸市场5号,电话：无,
重庆药上堂药房连锁有限责任公司加盟连锁十二店,地址：重庆市长寿区凤城街道办事处沙井邓家巷13幢9号,电话：023-40232192,
重庆药上堂药房连锁有限责任公司加盟连锁十店,地址：重庆市长寿区晏家街道办事处街上综合大楼4号,电话：023-40712355,
重庆药上堂药房连锁有限责任公司康成连锁店,地址：重庆市石柱县黎场乡街上,电话：023-73368065,
重庆药上堂药房连锁有限责任公司加盟连锁九店,地址：重庆市长寿区凤城街道办事处桃花街文家垭口8号,电话：023-40462940,
重庆药上堂药房连锁有限责任公司袁春连锁店,地址：重庆市石柱县西沱镇街上,电话：无,
重庆药上堂药房连锁有限责任公司加盟连锁八店,地址：重庆市长寿区葛兰镇米市堡街川庙子二号,电话：无,
重庆药上堂药房连锁有限责任公司便民连锁店,地址：重庆市石柱县马武镇街道上,电话：无,
重庆药上堂药房连锁有限责任公司新城连锁店,地址：重庆市石柱县南宾镇双庆村麻柳林居点54号门面,电话：无,
重庆药上堂药房连锁有限责任公司陡岩村连锁店,地址：重庆市石柱县沿溪镇陡岩村刘家组,电话：无,
重庆药上堂药房连锁有限责任公司加盟连锁七店,地址：重庆市长寿区渡舟镇正街69号,电话：023-40423874,
重庆药上堂药房连锁有限责任公司华容连锁店,地址：重庆市石柱县沿溪镇街上,电话：无,
重庆药上堂药房连锁有限责任公司兴锦连锁店,地址：重庆市石柱县西沱月台路,电话：无,
重庆药上堂药房连锁有限责任公司加盟连锁六店,地址：重庆市长寿区凤城街道办事处黄桷湾教委集资楼30号门面,电话：023-40400075,
重庆药上堂药房连锁有限责任公司龙沙店,地址：重庆市石柱县龙沙街上,电话：无,
重庆药上堂药房连锁有限责任公司诚信连锁店,地址：重庆市石柱黄水镇连市街,电话：无,
重庆药上堂药房连锁有限责任公司恒利连锁店,地址：重庆市石柱县沙子镇碗溪街13号,电话：无,
重庆药上堂药房连锁有限责任公司加盟连锁二店,地址：重庆市长寿区凤城街道办事处长寿路13号,电话：023-40464089,
重庆药上堂药房连锁有限责任公司成忠连锁店,地址：重庆市石柱县沿溪镇坡口村风景组,电话：无,
重庆药上堂药房连锁有限责任公司村灵芝连锁店,地址：重庆市石柱县坡口街上,电话：023-73365019,
重庆药上堂药房连锁有限责任公司黄水连锁店,地址：重庆市石柱县黄水镇文化街,电话：无,
重庆药上堂药房连锁有限责任公司王家连锁店,地址：重庆市石柱县王家乡街上,电话：无,
重庆药上堂药房连锁有限责任公司覃智连锁店,地址：重庆市石柱县黄鹤乡街上,电话：无,
重庆药上堂药房连锁有限责任公司三河加盟店,地址：重庆市石柱县三河街上,电话：无,
重庆药上堂药房连锁有限责任公司红林连锁店,地址：重庆市石柱县沙子街上,电话：无,
重庆药上堂药房连锁有限责任公司石家连锁店,地址：重庆市石柱县黄水花园,电话：无,
重庆药上堂药房连锁有限责任公司石柱明才连锁店,地址：重庆市石柱县马武镇街上,电话：无,
重庆药上堂药房连锁有限责任公司和平连锁店,地址：重庆市石柱县中益乡街上,电话：无,
重庆药上堂药房连锁有限责任公司道华连锁店,地址：重庆市石柱县六墉乡街上,电话：无,
重庆药上堂药房连锁有限责任公司劲松连锁店,地址：重庆市石柱县武装部大门口,电话：无,
重庆药上堂药房连锁有限责任公司景岳药店,地址：重庆市万州区天城东路625号,电话：023-58372233,
重庆药上堂药房连锁有限责任公司胡军药店,地址：重庆市万州区武陵镇石桥场,电话：无,
重庆药上堂药房连锁有限责任公司宁钟药店,地址：重庆市万州区分水镇三正场,电话：无,
重庆药上堂药房连锁有限责任公司桥头场连锁店,地址：重庆市石柱县南宾镇较场坝居委桥头场,电话：无,
重庆药上堂药房连锁有限责任公司国康药店,地址：重庆市万州区大周镇常家坪20号,电话：无,
重庆药上堂药房连锁有限责任公司钱刚药店,地址：重庆市万州区名亨路137号,电话：023-85776931,
重庆药上堂药房连锁有限责任公司张英药店,地址：重庆市万州区响水镇国家场,电话：023-58727191,
重庆药上堂药房连锁有限责任公司石桥村连锁店,地址：重庆市石柱县南宾镇石桥村渡口组,电话：023-85004381,
重庆药上堂药房连锁有限责任公司高升药店,地址：重庆市万州区李河镇七里村1组6号,电话：无,
重庆药上堂药房连锁有限责任公司欣玲药店,地址：重庆市万州区新城坡44号附8号,电话：023-58249425,
重庆药上堂药房连锁有限责任公司下路晓娅连锁店,地址：重庆市石柱县下路镇街上,电话：无,
重庆药上堂药房连锁有限责任公司洪富药店,地址：重庆市万州区分水镇南路105号,电话：023-64884086,
重庆药上堂药房连锁有限责任公司建忠药店,地址：重庆市万州区武陵镇将军路51号,电话：023-58743346,
重庆药上堂药房连锁有限责任公司贞勇药店,地址：重庆市万州区龙沙镇一环路,电话：023-58730663,
重庆药上堂药房连锁有限责任公司石柱悦崃车坝连锁店,地址：重庆市石柱县悦崃镇车坝,电话：无,
重庆药上堂药房连锁有限责任公司宏昌药房,地址：重庆市万州区百安广场4号门面,电话：无,
重庆药上堂药房连锁有限责任公司君红药店,地址：重庆市万州区甘宁场,电话：无,
重庆药上堂药房连锁有限责任公司石柱悦崃连锁店,地址：重庆市石柱县悦崃老街,电话：无,
重庆药上堂药房连锁有限责任公司立新药店,地址：重庆市万州区白羊镇春华路82号,电话：023-58600043,
重庆药上堂药房连锁有限责任公司张晓华药店,地址：重庆市万州区关门石38号3单元102号,电话：023-58123449,
重庆药上堂药房连锁有限责任公司馨明药店,地址：重庆市万州区龙沙镇永安路56号,电话：无,
重庆药上堂药房连锁有限责任公司国兴药店,地址：重庆市万州区甘宁镇凉风场樱桃路60号,电话：无,
重庆药上堂药房连锁有限责任公司洪权药店,地址：重庆市万州区响水镇响水场,电话：无,
重庆药上堂药房连锁有限责任公司君宅药店,地址：重庆市万州区五桥学府路交通花园3号门面,电话：023-85734975,
重庆药上堂药房连锁有限责任公司鸿飞药店,地址：重庆市万州区高峰镇白操路44号,电话：无,
重庆药上堂药房连锁有限责任公司李继常药店,地址：重庆市万州区后山镇老街,电话：023-58442920,
重庆药上堂药房连锁有限责任公司张来军药店,地址：重庆市万州区分水镇培文场,电话：023-58429320,
重庆药上堂药房连锁有限责任公司钟鼓楼鑫火药店,地址：重庆市万州区北山路37号B,电话：023-85784231,
