大参林医药集团股份有限公司太平店,地址：广东省湛江市麻章区太平镇供销街11号 ,电话：0759-2866168 ,
惠州市百姓缘龙丰店,地址：广东省惠州市惠城区龙丰花园街路基斯大厦首层(金宝购物正对面),电话：0752-2394599,
惠州市百姓缘新岸路店,地址：广东省惠州市惠城区河南岸螺子湖4号小区德赛宿舍E栋第一层3、4、5、6号商场,电话：0752-2517099,
惠州市百姓缘下角参茸店,地址：广东省惠州市下角青年路怡美家园（三中旁）,电话：0752-2202199,
惠州市百姓缘麦地马庄路店,地址：广东省惠州市惠城区麦地马庄路惠海新村(即市实验小学旁),电话：0752-2275499,
惠州市百姓缘水口湖滨店,地址：广东省惠州市惠城区水口镇滨德政大道100号(湖滨公园旁),电话：0752-7836200,
惠州市百姓缘龙津店,地址：广东省惠州市惠城区水口龙湖大道南208号(即商业步行街正门旁),电话：0752-2318499,
惠州市百姓缘望江店,地址：广东省惠州市惠城区江北望江村过沥路50号(望江影剧院斜对面),电话：0752-2812499,
惠州市百姓缘水口龙湖店,地址：广东省惠州市惠城区水口镇龙湖大道南136号(即天天百货正对面),电话：0752-2319499,
惠州市百姓缘南岸店,地址：广东省惠州市惠城区河南岸银岭路(河南岸中学旁),电话：0752-2517929,
惠州市百姓缘水口店,地址：广东省惠州市惠城区大湖溪宏新花苑一楼(即大湖溪老市场对面),电话：0752-2283499,
惠州市百姓缘马庄店,地址：广东省惠州市惠城区下马庄综合大楼一楼(即下马庄市场斜对面),电话：0752-2691599,
惠州市百姓缘天悦分店,地址：广东省惠州市惠城区麦地马庄路15号(即麦地华夏花园斜对面),电话：0752-2685499,
惠州市百姓缘马安新乐店,地址：广东省惠州市惠城区马安新乐江南住宅小区(惠高高级中学斜对面),电话：0752-3618579,
惠州市百姓缘鹅岭店,地址：广东省惠州市惠城区惠州鹅岭西路3号罗峰楼一楼(即武警支队旁八加八路口),电话：0752-2270499,
惠州市百姓缘龙丰二店,地址：广东省惠州市惠城区龙丰市场东门对面富华楼一楼,电话：0752-2672499,
惠州市百姓缘乐金路店,地址：广东省惠州市仲恺高新区仲恺乐金路红旗市场旁(LG伊诺特电子厂对面),电话：0752-2654566,
惠州市百姓缘小金口旺角店,地址：广东省惠州市惠城区小金口柏岗路33号,电话：0752-2293466,
惠州市百姓缘龙溪店,地址：广东省惠州市惠城区水口镇水口老街52号,电话：0752-3313199,
惠州市百姓缘小金口柏岗店,地址：广东省惠州市惠城区小金口柏岗路北107号(柏岗市场正对面),电话：0752-2836383,
惠州市百姓缘福泽堂店,地址：广东省惠州市惠城区龙丰花园街路汇丰大厦一楼(龙丰市场南门正对面),电话：0752-2694538,
惠州市百姓缘上排店,地址：广东省惠州市惠城区上排路5号嘉湖苑小区一楼(即上排老市场旁),电话：0752-2395499,
广州集合堂大药房先烈中分店,地址：广东省广州市越秀区先烈中路81号大院76栋首层西侧,电话：020-87685660,
广州集合堂大药房共和分店,地址：广东省广州市越秀区共和路27号,电话：020-87670951,
广州集合堂大药房侨德分店,地址：广东省广州市白云区西槎路308号,电话：020-86451772,
广州集合堂大药房建设分店,地址：广东省广州市越秀区建设三马路17号,电话：020-83808613,
广州集合堂大药房滨江东分店,地址：广东省广州市滨江东路嘉仕花园尚海第C4幢首层,电话：020-84084342,
广州集合堂大药房风栗园分店,地址：广东省广州市天河区员风栗园3号,电话：020-87654532,
广州集合堂大药房光大分店,地址：广东省广州市海珠区革新路光大花园榕景路16号,电话：020-89045034,
广州集合堂大药房盈彩美居店,地址：广东省广州市盈彩美居盈溪路盈紫街1号,电话：020-32239841,
广州集合堂大药房江南中分店,地址：广东省广州市海珠区江南中路171号,电话：020-84416379,
广州集合堂大药房员村新街店,地址：广东省广州市天河区员村新街6号,电话：020-85526351,
广州集合堂大药房金紫里分店,地址：广东省广州市海珠区泰沙路金紫里南街22号,电话：020-84084342,
广州集合堂大药房员村西街店,地址：广东省广州市天河区员村西街1号,电话：020-38204476,
广州集合堂大药房泰沙分店,地址：广东省广州市海珠区泰沙路2号,电话：020-84071559,
广州集合堂大药房体育西分店,地址：广东省广州市天河区体育西横街82号,电话：020-85591796,
广州集合堂大药房江湾分店,地址：广东省广州市海珠区江湾路119号,电话：020-34292030,
广州集合堂大药房林和东分店,地址：广东省广州市林和东路沾益直街174号,电话：020-38846717,
广州集合堂大药房天河区总店,地址：广东省广州市天河区员村二横路2号,电话：020-85558490,
惠州市百姓大药房德泰堂西湖店,地址：广东省惠州市惠城区环城西一路26号,电话：0752-2223535,
惠州市百姓大药房名铸家园店,地址：广东省惠州市惠城区江北办事处新沥路35号华辉名铸家园10号楼1层03号,电话：0752-2586592,
惠州市百姓大药房金盛店,地址：广东省惠州市河南岸33号小区金盛大厦一楼107号,电话：0752-2500889,
惠州市百姓大药房美地康弘店,地址：广东省惠州市河南岸演达二路惠泽南苑9栋47号,电话：0752-2058027,
惠州市百姓大药房创业家园店,地址：广东省惠州市仲恺高新区20号小区金宝创业家园C1C2栋首层C106商场,电话：0752-2180990,
惠州市百姓大药房雅庭居店,地址：广东省惠州市龙丰上排大岭路园蓬街7号雅庭居A栋（南座）南22号商场,电话：0752-2267258,
惠州市百姓大药房惠泽南苑店,地址：广东省惠州市河南岸美地花园1幢米兰苑15号、16号商铺 ,电话：0752-2731399,
惠州市百姓大药房盛世华府店,地址：广东省惠州市江北5号小区菊花一路6号盛世华府7、8号楼1层04号,电话：0752-7118290,
惠州市百姓大药房宏益公馆二店,地址：广东省惠州市江北新岗北二路一号宏益公馆13栋18、19号商铺,电话：0752-7399817,
惠州市百姓大药房金石花园店,地址：广东省惠州市江北45号小区金石花园104商铺,电话：0752-2148604,
惠州市百姓大药房宏益公馆店,地址：广东省惠州市江北新江路11号宏益公馆(二期)第5栋1层10号,电话：0752-2881807,
惠州市百姓大药房马庄路店,地址：广东省惠州市麦地竹树山庄1号,电话：0752-2520211,
惠州市百姓大药房丽园店,地址：广东省惠州市河南岸3号小区大石湖一层12、13商场及夹层,电话：0752-2520782,
惠州市百姓大药房香榭园店,地址：广东省惠州市惠城区演达大道63号香榭园3楼1层01号,电话：0752-2148604,
惠州百姓大药房宝芝林荷兰水乡店,地址：广东省惠州市大道(东平段）海燕绿岛商城对面,电话：0752-2099909,
惠州百姓药房博罗商业中心广场店,地址：广东省惠州市博罗县商业中心广场一楼A004号首层,电话：0752-6320775,
惠州市百姓大药房瑞和家园店,地址：广东省惠州市惠城区河南岸演达一路1号瑞和家园二期第3、4栋第07、08号商铺,电话：0752-2520796,
惠州市百姓大药房阳光华庭店,地址：广东省惠州市下埔南直街1号日升昌阳光华庭第一层1号商铺,电话：0752-2162879,
惠州市百姓大药房万林湖店,地址： 广东省惠州市金榜路28号鹏基万林湖生态美墅J1栋1层09号,电话：0752-7387160,
惠州市百姓大药房博罗园洲店,地址：广东省惠州市博罗县园洲镇刘屋村大瑛埔园洲花园3栋B3,电话：0752-6681909,
惠州市百姓大药房世纪东方城店,地址：广东省惠州市惠城区水口街道办事处惠泽大道世纪东方城A3栋1层07号,电话：0752-2520792,
惠州市百姓大药房城市时代花园店,地址：广东省惠州市惠城区河南岸鹤地路1号方直城市时代花园1号楼1层10、11号,电话：0752-2507508,
惠州市百姓大药房文明一路店,地址：广东省惠州市江北文明一路一横巷19号101、102房,电话：0752-2811082,
惠州市百姓大药房水岸城店,地址：广东省惠州市文头岭东江新城西枝江畔中心水岸城花园第5栋1层08号,电话：0752-2150399,
惠州市百姓大药房东郡花园店,地址：广东省惠州市惠城区水口镇龙湖大道中段育才路2号,电话：0752-2520793,
惠州市百姓大药房乌石店,地址：广东省惠州市小金街道办事处乌石村下黄村民小组709号首层,电话：0752-2835758,
惠州市百姓大药房东江学府店,地址：广东省惠州市惠城区河南岸学府路2号东江学府307栋1单元1层06号商铺,电话：0752-5313216,
惠州市百姓大药房金山湖店,地址：广东省惠州市惠城区河南岸鸿昌路26号南岸翠堤园综合楼,电话：0752-7387053,
惠州市百姓大药房宝芝林康寿店,地址：广东省惠州市河南岸苏屋墩沙梨园8号,电话：0752-2528991,
惠州市百姓大药房春景花园店,地址：广东省惠州市惠城区河南岸36号小区春景花园A区2栋首层5号商铺,电话：0752-7397811,
惠州市百姓大药房东湖花园店,地址：广东省惠州市东平莲花山东湖花园六号小区611栋1号商场,电话：0752-2329958,
惠州市百姓大药房江畔花园店,地址：广东省惠州市江北十一号小区金宝江畔花园A5栋104号商场,电话：0752-2826330,
惠州市百姓大药房一通桥西店,地址：广东省惠州市桥西环城西路25号（西湖百花洲斜对面）,电话：0752-2227309,
惠州市百姓大药房海伦堡店,地址：广东省惠州市三环北路28号海伦堡花园12栋1层03号,电话：0752-3542009,
惠州市百姓大药房金燕楼店,地址：广东省惠州市麦地路金燕楼2号之二商场,电话：0752-2399980,
惠州市百姓大药房雍逸园店,地址：广东省惠州市麦地南路布头岭23号第一层,电话：0752-2382568,
惠州市百姓大药房博罗四角楼店,地址：广东省惠州市博罗县罗阳镇小金村古屋组古屋,电话：0752-6833552,
惠州市百姓大药房旺岗店,地址：广东省惠州市江北31号小区,电话：0752-2802196,
惠州市百姓大药房仲恺店,地址：广东省惠州市惠环街道办事处红旗赤岭下乐金路58号,电话：0752-3271722,
惠州市百姓大药房美地花园店,地址：广东省惠州市河南岸马庄金山湖路59号,电话：0752-2558085,
惠州市百姓大药房华盛店,地址：广东省惠州市陈江镇邮电支局旁华盛东街22号,电话：0752-3220260,
惠州市百姓大药房湖滨店,地址：广东省惠州市惠城区水口街道办事处德政大道90号,电话：0752-2362811,
惠州市百姓大药房荷兰水乡店,地址：广东省惠州市海燕绿岛商城A座12号首层,电话：0752-7813617,
惠州市百姓大药房鹅岭店,地址：广东省惠州市龙丰龙西街12号雍翠园1号商铺（汽车站附近）,电话：0752-2691005,
惠州市百姓大药房博罗长宁店,地址：广东省惠州市博罗县长宁镇长宁综合市场（新政路）北面B栋19-20号商铺,电话：0752-6154396,
惠州市百姓大药房山水华府店,地址：广东省惠州市河南岸金山湖9号小区山水华府A1栋07号,电话：0752-2589003,
惠州市百姓大药房龙津店,地址：广东省惠州市水口镇龙津开发区新佳购物广场一楼,电话：0752-2311733,
惠州市百姓大药房河南岸店,地址：广东省惠州市河南岸螺子湖三路地税局大楼一楼,电话：0752-2555525,
惠州市百姓大药房博罗龙溪店,地址：广东省惠州市博罗县龙溪镇夏寮村第一村民小组高路脚中央华府A2幢1层08号商铺,电话：0752-6877361,
惠州市百姓大药房博罗商业街店,地址：广东省惠州市博罗县罗阳镇九村居委会中园居民小组中园,电话：0752-6262895,
惠州市百姓大药房百佳店,地址：广东省惠州市下埔路2号原东大厦1楼（百佳超市附近）,电话：0752-2200959,
惠州市百姓大药房云山店,地址：广东省惠州市云山东路TCL雅园2栋101铺,电话：0752-2802248,
惠州市百姓大药房麦地店,地址：广东省惠州市惠城区麦岸路4号德兴楼一层,电话：0752- 2520812,
惠州市百姓大药房绿岛商城店,地址：广东省惠州市大道（东平段）108号海燕绿岛商城B2栋首层15号商铺,电话：0752-7805063,
惠州市百姓大药房下角中路店,地址：广东省惠州市下角中路13号办公楼东面,电话：0752-2221896,
